Metabolites	isotopologues	Proteinogenic_40_	Proteinogenic_400_	Proteinogenic_1600_	Proteinogenic_12800_	Proteinogenic_25600_	Proteinogenic_51200_	Proteinogenic_512000_	Theoretical CID
Leucine	M0	-1.5813440003753	25.4072559996247	24.0088559996247	23.1084559996247	23.6508559996247	28.2016559996247	31.2272559996247	0
Leucine	M0	-9.4501874992488	-2.2587874992488	-1.0269874992488	-1.1961874992488	-1.5331874992488	-2.2143874992488	-3.2029874992488	0
Leucine	M0	-23.5311554996265	-6.3571554996265	-6.1985554996265	-5.7327554996265	-5.72215549962651	-6.62435549962651	-7.1885554996265	0
Leucine	M0	-31.2496250015	-8.2371250015	-8.0854250015	-7.1966250015	-6.9828250015	-7.8510250015	-7.6798250015	0
Leucine	M0	-23.3436569996235	-5.7968569996235	-5.7976569996235	-5.4220569996235	-5.3452569996235	-6.1934569996235	-6.7032569996235	0
Leucine	M0	-9.3001874992512	-2.2320874992512	-2.2707874992512	-2.5433874992512	-2.8439874992512	-3.9685874992512	-5.0949874992512	0
Leucine	M0	-1.5438435003747	-0.5252435003747	-0.6294435003747	-1.0178435003747	-1.2236435003747	-1.3502435003747	-1.3574435003747	0
Lysine	M0	-1.0265440003753	-0.1742440003753	-0.7745440003753	-0.5831440003753	-0.7879440003753	8.4116559996247	-1.5813440003753	0
Lysine	M1	-0.202987499248798	-0.170287499248799	-0.803987499248798	-4.0657874992488	-4.3825874992488	-2.5251874992488	-1.5045874992488	0
Lysine	M2	0.345044500373495	0.0434445003734962	0.295244500373495	1.0004445003735	0.206644500373496	-2.1381554996265	-0.196755499626505	0
Lysine	M3	0.771374998500002	0.401874998500001	1.7009749985	6.2203749985	8.8205749985	3.1921749985	4.8293749985	0
Lysine	M4	1.3745430003765	0.504543000376501	1.3491430003765	2.7201430003765	2.0767430003765	-3.3816569996235	2.4521430003765	0
Lysine	M5	-0.0875874992511988	0.0143125007488018	-0.664987499251199	-4.0281874992512	-4.8295874992512	-2.6463874992512	-2.7791874992512	0
Lysine	M6	-1.1736435003747	-0.6198435003747	-1.1014435003747	-1.2638435003747	-1.1040435003747	-0.9126435003747	-1.2196435003747	0
Methionine	M0	-0.8087752502501	-0.5419752502501	-1.0753752502501	3.9406247497499	5.1190247497499	96.8436247497499	96.8436247497499	0
Methionine	M1	4.5193252507505	4.9922252507505	2.5725252507505	4.7925252507505	-15.7188747492495	-15.7188747492495	-15.7188747492495	0
Methionine	M2	6.98835049949901	6.49025049949901	11.218350499499	3.632750499499	20.010550499499	-31.312249500501	-31.312249500501	0
Methionine	M3	-0.934050500498995	-1.528250500499	0.023349499501002	-1.545650500499	9.214349499501	-31.187250500499	-31.187250500499	0
Methionine	M4	-6.8569752492505	-6.5447752492505	-9.8361752492505	-7.7267752492505	-15.5313752492505	-15.5313752492505	-15.5313752492505	0
Methionine	M5	-2.9074747502499	-2.8674747502499	-2.9026747502499	-3.0938747502499	-3.0938747502499	-3.0938747502499	-3.0938747502499	0
Phenylalanine	M0	-0.198856381644539	0.112743618355461	0.118143618355461	0.166943618355461	0.205943618355461	7.64474361835546	12.0781436183555	0
Phenylalanine	M1	0.0970371058570407	0.112937105857041	-0.117562894142959	-1.00376289414296	-1.23096289414296	-0.993562894142959	-0.812562894142959	0
Phenylalanine	M2	0.132812501578149	0.189812501578149	0.230612501578149	-0.59058749842185	-1.37878749842185	-3.29478749842185	-4.14038749842185	0
Phenylalanine	M3	0.0885135515718449	0.0440135515718448	0.193113551571847	1.02771355157185	1.59011355157185	0.173313551571846	-1.70368644842815	0
Phenylalanine	M4	-0.0823992148672181	-0.271499214867219	-0.132599214867218	1.02940078513278	1.94520078513278	1.83140078513278	2.45480078513278	0
Phenylalanine	M5	-0.0433632898577729	-0.196963289857771	-0.0289632898577724	1.18643671014223	2.03303671014223	1.86263671014223	1.88663671014223	0
Phenylalanine	M6	0.175186451578144	0.118686451578143	0.207786451578143	0.401386451578142	0.248586451578142	-2.03221354842186	-4.07021354842186	0
Phenylalanine	M7	0.10763750157185	0.131837501571851	0.0408375015718498	-0.91156249842815	-1.92476249842815	-3.70196249842815	-4.22416249842815	0
Phenylalanine	M8	-0.0849433566445346	-0.0962433566445344	-0.352543356644535	-1.12614335664453	-1.29674335664453	-1.31214335664453	-1.27714335664453	0
Phenylalanine	M9	-0.191824869142964	-0.145124869142964	-0.159024869142964	-0.179624869142964	-0.191824869142964	-0.177624869142964	-0.191824869142964	0
Proline	M0	-2.3477752502501	-2.0084752502501	-1.8685752502501	6.7256247497499	11.5202247497499	32.6052247497499	37.1098247497499	0
Proline	M1	-0.848874749249504	-2.1936747492495	-1.0792747492495	9.6347252507505	7.8117252507505	3.4599252507505	1.2951252507505	0
Proline	M2	0.510150499499007	-5.61084950050099	-13.393249500501	-2.98164950050099	9.03415049949901	1.88755049949901	-0.813649500500996	0
Proline	M3	1.589149499501	6.040949499501	6.861149499501	-19.668650500499	-28.811850500499	-31.187250500499	-31.187250500499	0
Proline	M4	0.792024750749498	3.1891247507495	6.5846247507495	5.3992247507495	1.4322247507495	-4.6621752492505	-3.9755752492505	0
Proline	M5	0.3055252497501	0.5828252497501	2.8955252497501	0.8905252497501	-0.9864747502499	-2.1028747502499	-2.4284747502499	0
Serine	M0	0.0474499000000017	0.749349900000001	2.9918499	9.8992499	14.4866499	55.9426499	61.0076499	0
Serine	M1	-0.734449699999995	-1.0564497	-1.9746497	-3.73564969999999	-5.2594497	-22.0876497	-23.8638497	0
Serine	M2	0.560949699999996	0.210249699999998	-0.752450300000002	-3.9400503	-5.6454503	-24.4350503	-26.4954503	0
Serine	M3	0.125850100000001	0.0969500999999998	-0.2649499	-2.2235499	-3.5813499	-9.4203499	-10.6485499	0
Threonine	M0	0.0360497998999995	0.0623497998999994	0.3566497999	1.4558497999	1.9522497999	20.8788497999	23.4670497999	0
Threonine	M1	-0.253199599599999	-0.468699599599998	-0.541399599599998	-0.563999599599999	-0.651999599599998	-4.9523995996	-5.8949995996	0
Threonine	M2	0.0332999994000049	0.129399999400004	0.119299999400008	0.572499999400006	0.910299999400005	-6.0243000006	-5.39750000059999	0
Threonine	M3	0.542999600399999	0.5362996004	0.471599600399999	-0.00240039959999994	0.1283996004	-5.5562003996	-7.2416003996	0
Threonine	M4	-0.3591498001	-0.2593498001	-0.4063498001	-1.4619498001	-2.3391498001	-4.3455498001	-4.9329498001	0
Tyrosine	M0	-0.198856381644539	-0.0355563816445386	0.0405436183554614	0.337943618355461	0.759743618355462	18.1315436183555	20.9137436183555	0
Tyrosine	M0	-1.78256289414296	-0.404562894142959	-0.801962894142959	-1.24256289414296	-1.06376289414296	-0.138962894142959	0.82463710585704	0
Tyrosine	M0	-7.10178749842185	-0.498187498421851	-0.49338749842185	-3.43378749842185	-3.59438749842185	-3.02598749842185	-2.06818749842185	0
Tyrosine	M0	-16.5046864484282	0.400513551571846	0.459713551571844	0.311713551571846	-1.53768644842815	-4.29048644842815	-4.41108644842815	0
Tyrosine	M0	-24.6581992148672	0.696200785132781	0.951600785132781	4.79740078513278	6.76540078513278	-0.516199214867219	-3.30759921486722	0
Tyrosine	M0	-24.5597632898578	0.729936710142232	0.971036710142226	4.83663671014223	7.46723671014223	0.539236710142227	-2.23156328985777	0
Tyrosine	M0	-16.3078135484219	0.462186451578142	0.548786451578143	-0.371013548421859	-3.57621354842186	-5.72581354842186	-5.47241354842186	0
Tyrosine	M0	-6.96116249842815	-0.675562498428151	-0.59296249842815	-3.72616249842815	-3.84336249842815	-3.04796249842815	-2.32156249842815	0
Tyrosine	M0	-1.73334335664453	-0.495443356644534	-0.900743356644534	-1.31834335664453	-1.18474335664453	-1.73334335664453	-1.73334335664453	0
Tyrosine	M0	-0.191824869142964	-0.179024869142964	-0.182424869142964	-0.191824869142964	-0.191824869142964	-0.191824869142964	-0.191824869142964	0
Valine	M0	0.3228247497499	0.6297247497499	0.8044247497499	2.9348247497499	2.9620247497499	20.3998247497499	22.5460247497499	0
Valine	M1	-0.243874749249504	0.855525250750497	0.156925250750498	-0.431074749249505	-0.402074749249504	-2.9490747492495	-3.3602747492495	0
Valine	M2	-0.491849500500996	-0.944049500500993	-0.724249500500995	-0.727449500500993	-0.373649500500994	-5.926649500501	-6.047449500501	0
Valine	M3	0.139949499501002	-0.663750500499	-0.337050500498998	-0.518050500498995	-0.254650500498999	-5.570450500499	-5.699050500499	0
Valine	M4	0.270424750749498	0.120424750749498	0.151424750749499	-0.467575249250501	-0.6829752492505	-3.7881752492505	-4.8779752492505	0
Valine	M5	0.00232524975010001	0.00222524975009991	-0.0514747502499	-0.7908747502499	-1.2486747502499	-2.1656747502499	-2.5610747502499	0
Asparagine	M0	-6.3001502001	-6.3001502001	-6.3001502001	-6.3001502001	-6.3001502001	-6.3001502001	-6.3001502001	0
Asparagine	M1	-25.0999995996	-25.0999995996	-25.0999995996	-25.0999995996	-25.0999995996	-25.0999995996	-25.0999995996	0
Asparagine	M2	-37.4997000006	-37.4997000006	-37.4997000006	-37.4997000006	-37.4997000006	-37.4997000006	-37.4997000006	0
Asparagine	M3	-24.9000003996	-24.9000003996	-24.9000003996	-24.9000003996	-24.9000003996	-24.9000003996	-24.9000003996	0
Asparagine	M4	-6.2001498001	-6.2001498001	-6.2001498001	-6.2001498001	-6.2001498001	-6.2001498001	-6.2001498001	0
Glutamine	M0	-3.1563752502501	-3.1563752502501	-3.1563752502501	-3.1563752502501	-3.1563752502501	-3.1563752502501	-3.1563752502501	0
Glutamine	M1	-15.7188747492495	-15.7188747492495	-15.7188747492495	-15.7188747492495	-15.7188747492495	-15.7188747492495	-15.7188747492495	0
Glutamine	M2	-31.312249500501	-31.312249500501	-31.312249500501	-31.312249500501	-31.312249500501	-31.312249500501	-31.312249500501	0
Glutamine	M3	-31.187250500499	-31.187250500499	-31.187250500499	-31.187250500499	-31.187250500499	-31.187250500499	-31.187250500499	0
Glutamine	M4	-15.5313752492505	-15.5313752492505	-15.5313752492505	-15.5313752492505	-15.5313752492505	-15.5313752492505	-15.5313752492505	0
Glutamine	M5	-3.0938747502499	-3.0938747502499	-3.0938747502499	-3.0938747502499	-3.0938747502499	-3.0938747502499	-3.0938747502499	0
Tryptophan	M0	-0.0499131506491608	-0.0499131506491608	-0.0499131506491608	-0.0499131506491608	-0.0499131506491608	-0.0499131506491608	-0.0499131506491608	0
Tryptophan	M1	-0.546852862102283	-0.546852862102283	-0.546852862102283	-0.546852862102283	-0.546852862102283	-0.546852862102283	-0.546852862102283	0
Tryptophan	M2	-2.72334908372295	-2.72334908372295	-2.72334908372295	-2.72334908372295	-2.72334908372295	-2.72334908372295	-2.72334908372295	0
Tryptophan	M3	-8.13743229208234	-8.13743229208234	-8.13743229208234	-8.13743229208234	-8.13743229208234	-8.13743229208234	-8.13743229208234	0
Tryptophan	M4	-16.2098950648666	-16.2098950648666	-16.2098950648666	-16.2098950648666	-16.2098950648666	-16.2098950648666	-16.2098950648666	0
Tryptophan	M5	-22.6032588668978	-22.6032588668978	-22.6032588668978	-22.6032588668978	-22.6032588668978	-22.6032588668978	-22.6032588668978	0
Tryptophan	M6	-22.5130262965709	-22.5130262965709	-22.5130262965709	-22.5130262965709	-22.5130262965709	-22.5130262965709	-22.5130262965709	0
Tryptophan	M7	-16.0165385257897	-16.0165385257897	-16.0165385257897	-16.0165385257897	-16.0165385257897	-16.0165385257897	-16.0165385257897	0
Tryptophan	M8	-7.9763001241208	-7.9763001241208	-7.9763001241208	-7.9763001241208	-7.9763001241208	-7.9763001241208	-7.9763001241208	0
Tryptophan	M9	-2.64815286888641	-2.64815286888641	-2.64815286888641	-2.64815286888641	-2.64815286888641	-2.64815286888641	-2.64815286888641	0
Tryptophan	M10	-0.527516280069589	-0.527516280069589	-0.527516280069589	-0.527516280069589	-0.527516280069589	-0.527516280069589	-0.527516280069589	0
Tryptophan	M11	-0.0477645842414671	-0.0477645842414671	-0.0477645842414671	-0.0477645842414671	-0.0477645842414671	-0.0477645842414671	-0.0477645842414671	0
