Metabolites	isotopologues	Proteinogenic_40_01	Proteinogenic_40_02	Proteinogenic_40_03	Proteinogenic_40_04	Proteinogenic_40_05	Proteinogenic_400_01	Proteinogenic_400_02	Proteinogenic_400_03	Proteinogenic_400_04	Proteinogenic_400_05	Proteinogenic_400_06	Proteinogenic_400_07	Proteinogenic_400_08	Proteinogenic_400_09	Proteinogenic_400_10	Proteinogenic_1600_01	Proteinogenic_1600_02	Proteinogenic_1600_03	Proteinogenic_1600_04	Proteinogenic_1600_05	Proteinogenic_12800_01	Proteinogenic_12800_02	Proteinogenic_12800_03	Proteinogenic_12800_04	Proteinogenic_12800_05	Proteinogenic_25600_01	Proteinogenic_25600_02	Proteinogenic_25600_03	Proteinogenic_25600_04	Proteinogenic_25600_05	Proteinogenic_51200_01	Proteinogenic_51200_02	Proteinogenic_51200_03	Proteinogenic_51200_04	Proteinogenic_51200_05	Proteinogenic_512000_01	Proteinogenic_512000_02	Proteinogenic_512000_03	Proteinogenic_512000_04	Proteinogenic_512000_05	Theoretical CID
Arginine	M0	-1.5438435003747	-1.5438435003747	-1.5438435003747	-1.5438435003747	-1.5438435003747	-0.3048435003747	-0.3098435003747	-0.3348435003747	-0.2758435003747	-0.3048435003747	-0.3098435003747	-0.2758435003747	-0.3018435003747	-0.2778435003747	-0.2638435003747	-0.5168435003747	-0.4378435003747	-0.4908435003747	-0.4768435003747	-0.5408435003747	-1.1578435003747	-1.1638435003747	-1.2058435003747	-1.1918435003747	-1.1528435003747	-1.2508435003747	-1.2298435003747	-1.2288435003747	-1.1708435003747	-1.2208435003747	-1.2188435003747	-1.3328435003747	-1.2448435003747	-1.2468435003747	-1.2758435003747	-1.2698435003747	-1.0958435003747	-1.2558435003747	-1.1788435003747	-1.0338435003747	0
Aspartate	M0	-0.0291502001000005	-0.0391502001000008	-0.0871502001000009	-0.0871502001000009	-0.102150200100001	-0.0411502001	0.0528497998999997	0.1028497999	0.117849799899999	0.1068497999	-0.0161502001000013	-0.0341502001000013	-0.188150200100001	-0.102150200100001	-0.0971502001000005	0.497849799899999	0.480849799899999	0.5208497999	0.529849799899999	0.237849799899999	2.6888497999	3.0298497999	2.7338497999	3.2888497999	3.4208497999	1.9908497999	4.6528497999	4.8058497999	4.3848497999	3.7488497999	19.7068497999	19.7178497999	19.2868497999	18.8758497999	19.9888497999	24.2488497999	24.9578497999	22.7718497999	27.9708497999	33.0378497999	0
Aspartate	M1	-0.0949995995999986	-0.133999599599999	-0.169999599599999	-0.111999599599999	-0.0819995995999967	-0.0819995995999967	-0.0909995996000001	-0.121999599599998	-0.178999599599999	-0.220999599599997	-0.267999599599997	-0.164999599599999	-0.106999599599997	-0.209999599599997	-0.305999599599999	-0.307999599599998	-0.412999599599997	-0.280999599599999	-0.429999599599998	-0.443999599599998	-0.110999599599998	-0.470999599599997	-0.151999599599997	-0.373999599599997	-0.781999599599997	0.1920004004	-0.325999599599999	-0.580999599599999	-0.412999599599997	-0.153999599599999	-4.2929995996	-3.9729995996	-4.3989995996	-3.9019995996	-3.9129995996	-6.0419995996	-5.6919995996	-4.3459995996	-6.3069995996	-7.6579995996	0
Aspartate	M2	0.365299999400004	0.317299999400006	0.351299999400007	0.268299999400007	0.391299999400008	-0.123700000599997	0.0572999994000067	0.0132999994000071	-0.0727000005999956	0.203299999400003	0.311299999400005	0.204299999400004	0.176299999400004	0.083299999400005	0.331299999400003	-0.114700000599993	0.0672999994000056	-0.187700000599994	0.0402999994000064	0.021299999400004	-0.524700000599992	-0.580700000599993	-0.266700000599995	-0.763700000599993	-0.462700000599997	0.420299999400003	-0.611700000599996	-0.313700000599992	-0.322700000599996	-0.505700000599996	-5.97070000059999	-6.2357000006	-5.73770000059999	-5.6577000006	-6.27470000059999	-5.73270000059999	-7.1287000006	-6.01670000059999	-8.6547000006	-10.7577000006	0
Aspartate	M3	0.113999600399997	0.236999600399998	0.209999600399999	0.250999600400001	0.130999600399997	0.509999600399999	0.259999600399999	0.292999600399999	0.406999600400001	0.1389996004	0.269999600399998	0.308999600399998	0.361999600400001	0.552999600399998	0.392999600399999	0.385999600399997	0.2219996004	0.350999600400001	0.203999600399998	0.5499996004	-0.5160003996	-0.548000399600002	-0.737000399599999	-0.615000399599999	-0.690000399599999	-0.3050003996	-1.3340003996	-1.6930003996	-1.1960003996	-0.564000399600001	-5.2450003996	-5.4140003996	-4.9880003996	-5.1390003996	-5.5180003996	-7.7780003996	-7.3800003996	-7.5020003996	-7.8390003996	-9.6380003996	0
Aspartate	M4	-0.3551498001	-0.3811498001	-0.3041498001	-0.3211498001	-0.3371498001	-0.2621498001	-0.2801498001	-0.2871498001	-0.2721498001	-0.2281498001	-0.2961498001	-0.3131498001	-0.2431498001	-0.3241498001	-0.3211498001	-0.4621498001	-0.3561498001	-0.4031498001	-0.3431498001	-0.3651498001	-1.5361498001	-1.4301498001	-1.5781498001	-1.5371498001	-1.4861498001	-2.2981498001	-2.3811498001	-2.2181498001	-2.4521498001	-2.5251498001	-4.1971498001	-4.0951498001	-4.1621498001	-4.1771498001	-4.2831498001	-4.6961498001	-4.7571498001	-4.9071498001	-5.1691498001	-4.9841498001	0
Glutamate	M0	-0.2653752502501	-0.0653752502501	-0.2063752502501	-0.1043752502501	-0.3983752502501	-0.2103752502501	-0.1683752502501	-0.1853752502501	-0.1893752502501	-0.1663752502501	-0.2073752502501	-0.1373752502501	-0.1833752502501	-0.1773752502501	-0.3733752502501	-0.1743752502501	-0.0223752502501	-0.1843752502501	-0.2123752502501	-0.0943752502500998	-0.2303752502501	-0.4303752502501	-0.4683752502501	-0.2883752502501	-0.2373752502501	-0.7693752502501	-0.7013752502501	-0.6703752502501	-0.7173752502501	-0.5893752502501	1.9666247497499	1.7196247497499	1.9086247497499	2.2536247497499	2.1166247497499	1.4336247497499	1.7276247497499	0.7036247497499	3.4026247497499	6.7736247497499	0
Glutamate	M1	-1.2718747492495	-0.338874749249504	-0.227874749249504	-0.468874749249504	-0.405874749249505	-0.127874749249504	-0.306874749249503	-0.670874749249503	-0.147874749249505	-0.395874749249503	-0.355874749249505	-0.399874749249504	-0.227874749249504	-0.285874749249504	-0.984874749249504	-0.293874749249504	-0.291874749249504	-0.201874749249503	-0.191874749249504	-0.492874749249503	-0.214874749249502	-0.113874749249504	-0.212874749249503	-0.243874749249504	-0.657874749249504	-0.344874749249505	-1.1618747492495	-0.487874749249503	-0.478874749249503	-0.414874749249503	-0.980874749249502	-1.0598747492495	-1.5048747492495	-1.3898747492495	-1.5778747492495	-2.2088747492495	-2.5768747492495	-2.3868747492495	-2.3668747492495	-2.1058747492495	0
Glutamate	M2	1.145750499499	-0.0932495005009915	-0.112249500500994	0.533750499499008	-0.355249500500993	0.363750499499005	0.0437504994990068	-1.06424950050099	0.135750499499004	0.707750499499005	0.0607504994990071	-0.311249500500993	-0.0112495005009927	-0.0992495005009919	0.369750499499005	-0.0662495005009922	-0.0462495005009944	-0.0352495005009945	-0.0162495005009922	-0.310249500500992	0.465750499499007	0.463750499499005	0.595750499499004	0.600750499499009	0.893750499499008	1.45775049949901	1.04275049949901	1.14175049949901	1.29375049949901	1.106750499499	0.945750499499004	0.810750499499008	1.017750499499	0.720750499499007	1.42775049949901	2.79175049949901	2.69675049949901	3.11775049949901	1.57075049949901	0.0267504994990064	0
Glutamate	M3	1.656749499501	0.395749499501002	0.541749499501004	0.126749499501	0.129749499501003	0.535749499501004	0.443749499501001	1.449749499501	0.672749499501002	0.170749499501005	0.585749499501004	0.0287494995010018	0.440749499501003	0.575749499501005	0.999749499501001	0.507749499501003	0.394749499501001	0.530749499501004	0.549749499501001	0.119749499501004	0.907749499501004	1.052749499501	1.038749499501	0.952749499501004	1.459749499501	1.422749499501	1.729749499501	1.574749499501	1.497749499501	1.301749499501	1.144749499501	1.645749499501	1.929749499501	1.732749499501	1.376749499501	2.887749499501	2.889749499501	3.291749499501	2.213749499501	0.159749499501005	0
Glutamate	M4	-0.773375249250502	0.4026247507495	0.4306247507495	0.2606247507495	1.2276247507495	-0.0893752492505007	0.3336247507495	0.8516247507495	-0.0503752492505005	0.104624750749499	0.386624750749498	1.1096247507495	0.411624750749498	0.4576247507495	0.614624750749498	0.448624750749499	0.4056247507495	0.3806247507495	0.390624750749499	1.1636247507495	0.2106247507495	0.217624750749498	0.214624750749498	0.100624750749498	-0.232375249250502	-0.0493752492504995	0.6216247507495	-0.00937524925050115	0.0586247507495002	0.1416247507495	-1.0383752492505	-1.0343752492505	-1.2823752492505	-1.0183752492505	-1.3153752492505	-2.4973752492505	-2.4583752492505	-2.2893752492505	-2.3503752492505	-2.5203752492505	0
Glutamate	M5	-0.4918747502499	-0.2998747502499	-0.4268747502499	-0.3488747502499	-0.1988747502499	-0.4718747502499	-0.3458747502499	-0.3808747502499	-0.4208747502499	-0.4198747502499	-0.4698747502499	-0.2898747502499	-0.4308747502499	-0.4708747502499	-0.6258747502499	-0.4218747502499	-0.4398747502499	-0.4908747502499	-0.5188747502499	-0.3858747502499	-1.1378747502499	-1.1898747502499	-1.1688747502499	-1.1218747502499	-1.2268747502499	-1.7158747502499	-1.5308747502499	-1.5478747502499	-1.6538747502499	-1.5468747502499	-2.0378747502499	-2.0818747502499	-2.0698747502499	-2.2988747502499	-2.0278747502499	-2.4068747502499	-2.2788747502499	-2.4368747502499	-2.4698747502499	-2.3338747502499	0
Glycine	M0	-3.2691	-4.2691	-4.8531	-6.1911	-3.1011	-1.0061	-3.2241	-2.9871	-0.0530999999999948	-3.1401	-4.4001	-2.5071	-3.0961	-3.0451	-4.1481	0.717900000000005	5.5489	-1.8461	-0.481099999999998	-0.719099999999998	36.5189	43.3359	34.3409	33.7509	50.8559	-25.1001	-25.1001	-25.1001	-25.1001	-25.1001	-25.1001	-25.1001	-25.1001	-25.1001	-25.1001	-25.1001	-25.1001	-25.1001	-25.1001	-25.1001	0
Glycine	M1	0.918199999999997	-2.5538	-1.3478	-6.3698	1.1592	-2.1668	1.9412	1.2812	-4.3518	0.856200000000001	-1.9618	-5.9358	-2.8368	-5.4778	-5.9048	-2.9028	-14.7098	-25.1598	-24.9338	-37.8498	-24.3158	-28.6178	-21.9418	-22.3698	-36.6838	22.4962	21.7742	25.9482	21.5332	23.3832	28.2442	23.1922	25.6332	24.1442	22.2462	31.6532	24.4302	17.6792	19.5892	25.4792	0
Glycine	M2	2.3509	6.8219	6.2009	12.5609	1.9419	3.1729	1.2829	1.7069	4.4059	2.2839	6.3619	8.4439	5.9329	8.5229	10.0529	2.1839	9.1609	27.0059	25.4149	38.5689	-12.2021	-14.7181	-12.3991	-11.3811	-14.1721	2.6039	3.3259	-0.848099999999999	3.5669	1.7169	-3.1441	1.9079	-0.5331	0.955900000000001	2.8539	-6.5531	0.669899999999998	7.4209	5.5109	-0.379099999999999	0
Histidine	M0	-0.4333440003753	-0.3063440003753	-0.4883440003753	-0.4243440003753	-0.4783440003753	-0.5083440003753	-0.3343440003753	-0.4253440003753	-0.4513440003753	-0.5493440003753	-0.4653440003753	-0.4823440003753	-0.4333440003753	-0.4373440003753	-0.5593440003753	0.1346559996247	0.0286559996247	0.2246559996247	0.1766559996247	0.1466559996247	0.3436559996247	0.4106559996247	0.1466559996247	0.5396559996247	0.3206559996247	1.2486559996247	1.1006559996247	0.7036559996247	0.8756559996247	1.4746559996247	39.7576559996247	38.7116559996247	37.3846559996247	39.0376559996247	41.9076559996247	41.1306559996247	43.0136559996247	37.4786559996247	56.1536559996247	65.8416559996247	0
Histidine	M1	0.225812500751202	0.474812500751202	0.0268125007512013	0.128812500751202	0.344812500751202	-0.177187499248797	0.0148125007512018	-0.0711874992487982	-0.235187499248798	-0.224187499248799	0.00981250075120232	-0.0661874992487974	0.0708125007512023	-0.0411874992487987	0.0438125007512016	-0.465187499248798	-0.251187499248798	-0.340187499248798	-0.307187499248798	-0.324187499248799	-1.7931874992488	-2.1071874992488	-2.2441874992488	-1.7661874992488	-2.2201874992488	-3.5321874992488	-3.7441874992488	-3.4581874992488	-2.1491874992488	-3.0871874992488	-5.0571874992488	-4.7251874992488	-5.5531874992488	-5.4801874992488	-5.3291874992488	-4.6341874992488	-4.3861874992488	-3.6211874992488	-5.7411874992488	-5.8101874992488	0
